logz logzerr logvol nlive logl logwt insert_order
-3.292769089642866747e+05 3.786835309098674315e+03 -7.500000000000002498e-02 4.000000000000000000e+02 -3.285330000000000000e+05 -3.285390677142866771e+05 nan
-3.285390677142866771e+05 2.091552454555068380e+03 -7.750000000000002720e-02 4.000000000000000000e+02 -3.205663750000000000e+05 -3.205724452142866794e+05 nan
-3.205724452142866794e+05 4.152190991485766972e+03 -8.000000000000002942e-02 4.000000000000000000e+02 -3.202377500000000000e+05 -3.202438227142866817e+05 nan
-3.202438227142866817e+05 1.420479831044604850e+02 -8.250000000000003164e-02 4.000000000000000000e+02 -3.171279062500000000e+05 -3.171339814642866841e+05 nan
-3.171339814642866841e+05 1.584115757503141140e+03 -8.500000000000003386e-02 4.000000000000000000e+02 -3.170309687500000000e+05 -3.170370464642866864e+05 nan
-3.170370464642866864e+05 1.188035951301057821e+03 -8.750000000000003608e-02 4.000000000000000000e+02 -3.142973437500000000e+05 -3.143034239642866887e+05 nan
-3.143034239642866887e+05 1.288520221306081112e+03 -9.000000000000003830e-02 4.000000000000000000e+02 -3.136017500000000000e+05 -3.136078327142866910e+05 nan
-3.136078327142866910e+05 1.917541152758804515e+02 -9.250000000000004052e-02 4.000000000000000000e+02 -3.134890625000000000e+05 -3.134951477142866934e+05 nan
-3.134951477142866934e+05 2.156646609592579580e+02 -9.500000000000004274e-02 4.000000000000000000e+02 -3.113745937500000000e+05 -3.113806814642866957e+05 nan
-3.113806814642866957e+05 9.320644641474757464e+02 -9.750000000000004496e-02 4.000000000000000000e+02 -3.106462187500000000e+05 -3.106523089642866980e+05 nan
-3.106523089642866980e+05 7.874590419800181280e+02 -1.000000000000000472e-01 4.000000000000000000e+02 -3.094404375000000000e+05 -3.094465302142867004e+05 nan
-3.094465302142867004e+05 1.148207435888572491e+03 -1.025000000000000494e-01 4.000000000000000000e+02 -3.067601562500000000e+05 -3.067662514642867027e+05 nan
-3.067662514642867027e+05 2.098004457782724330e+03 -1.050000000000000516e-01 4.000000000000000000e+02 -3.049959375000000000e+05 -3.050020352142867050e+05 nan
-3.050020352142867050e+05 7.638738469320591093e+02 -1.075000000000000538e-01 4.000000000000000000e+02 -3.036004687500000000e+05 -3.036065689642867073e+05 nan
-3.036065689642867073e+05 1.067087266045838078e+03 -1.100000000000000561e-01 4.000000000000000000e+02 -2.986215312500000000e+05 -2.986276339642867097e+05 nan
-2.986276339642867097e+05 2.989577966673042283e+03 -1.125000000000000583e-01 4.000000000000000000e+02 -2.949929375000000000e+05 -2.949990427142867120e+05 nan
-2.949990427142867120e+05 4.118170789478539518e+03 -1.150000000000000605e-01 4.000000000000000000e+02 -2.918785000000000000e+05 -2.918846077142867143e+05 nan
-2.918846077142867143e+05 3.275554202121779781e+03 -1.175000000000000627e-01 4.000000000000000000e+02 -2.882484375000000000e+05 -2.882545477142867167e+05 nan
-2.882545477142867167e+05 1.711375457853775970e+03 -1.200000000000000649e-01 4.000000000000000000e+02 -2.859134687500000000e+05 -2.859195814642867190e+05 nan
-2.859195814642867190e+05 1.151527222371036487e+03 -1.225000000000000672e-01 4.000000000000000000e+02 -2.856059687500000000e+05 -2.856120839642866631e+05 nan
-2.856120839642866631e+05 1.106947532580990355e+03 -1.250000000000000555e-01 4.000000000000000000e+02 -2.847966562500000000e+05 -2.848027739642866654e+05 nan
-2.848027739642866654e+05 1.266060647634865745e+03 -1.275000000000000577e-01 4.000000000000000000e+02 -2.824991875000000000e+05 -2.825053077142866678e+05 nan
-2.825053077142866678e+05 1.721606135410388106e+03 -1.300000000000000600e-01 4.000000000000000000e+02 -2.823810000000000000e+05 -2.823871227142866701e+05 nan
-2.823871227142866701e+05 1.752811620837227338e+03 -1.325000000000000622e-01 4.000000000000000000e+02 -2.783549687500000000e+05 -2.783610939642866724e+05 nan
-2.783610939642866724e+05 3.198054718944159504e+03 -1.350000000000000644e-01 4.000000000000000000e+02 -2.740479687500000000e+05 -2.740540964642866747e+05 nan
-2.740540964642866747e+05 1.864817304634960010e+03 -1.375000000000000666e-01 4.000000000000000000e+02 -2.725739375000000000e+05 -2.725800677142866771e+05 nan
-2.725800677142866771e+05 2.114208665544949326e+03 -1.400000000000000688e-01 4.000000000000000000e+02 -2.720352187500000000e+05 -2.720413514642866794e+05 nan
-2.720413514642866794e+05 1.721670172781009569e+03 -1.425000000000000711e-01 4.000000000000000000e+02 -2.680850937500000000e+05 -2.680912289642866817e+05 nan
-2.680912289642866817e+05 1.092272622776733442e+03 -1.450000000000000733e-01 4.000000000000000000e+02 -2.680477187500000000e+05 -2.680538564642866841e+05 nan
-2.680538564642866841e+05 1.097758088408362255e+03 -1.475000000000000755e-01 4.000000000000000000e+02 -2.677583750000000000e+05 -2.677645152142866864e+05 nan
-2.677645152142866864e+05 1.416387370594974584e+02 -1.500000000000000777e-01 4.000000000000000000e+02 -2.659613437500000000e+05 -2.659674864642866887e+05 nan
-2.659674864642866887e+05 9.802947666940622184e+02 -1.525000000000000799e-01 4.000000000000000000e+02 -2.621548750000000000e+05 -2.621610202142866910e+05 nan
