weight logl t0 tau logZsun
0.000000000000000000e+00 -5.285536250000000000e+05 8.154162695052628251e+00 6.135482428977018898e+00 -1.481178060763502113e+00
0.000000000000000000e+00 -5.251213125000000000e+05 1.000378080055243046e+01 7.513805690643104995e+00 -5.320501088199343087e-01
0.000000000000000000e+00 -5.239576250000000000e+05 1.123660161627139331e+01 1.748643289849182159e+00 7.910771232414681720e-02
0.000000000000000000e+00 -5.230775625000000000e+05 9.554891345716036710e+00 9.470293250028987586e+00 2.219670681296985748e-01
0.000000000000000000e+00 -5.227681875000000000e+05 1.050740179078061232e+01 1.204873558695774616e+00 -1.810385837861807845e+00
0.000000000000000000e+00 -5.215795312500000000e+05 1.056390607496476264e+01 3.811179119924263503e+00 -6.704297888575263542e-01
0.000000000000000000e+00 -5.200116875000000000e+05 1.031955946046430306e+01 4.369066914593044082e+00 -2.274664194178970256e-01
0.000000000000000000e+00 -5.125637187500000000e+05 9.734615686582618110e+00 9.515497482465939072e+00 -5.454233915281037071e-01
0.000000000000000000e+00 -5.122516875000000000e+05 6.304082053023980947e+00 8.334084034006091102e+00 -1.765201999670793276e+00
0.000000000000000000e+00 -5.059419687500000000e+05 1.090419857738909748e+01 1.979875066947622386e+00 -8.223593814817622416e-01
0.000000000000000000e+00 -5.045836250000000000e+05 1.021933616195102168e+01 2.986778616117873764e+00 -9.517426610792667496e-01
0.000000000000000000e+00 -5.031448750000000000e+05 8.427170381948887012e+00 3.985493312331591209e+00 -1.547117470599399081e+00
0.000000000000000000e+00 -5.007818125000000000e+05 9.899550444582857267e+00 6.009499245354056995e+00 3.985736553927932135e-02
0.000000000000000000e+00 -4.977991562500000000e+05 9.559517629545027262e+00 2.244472854136918105e+00 -1.537875518749583836e+00
0.000000000000000000e+00 -4.938754375000000000e+05 1.023966536402265071e+01 1.183544139089220071e+00 -1.964316965610241272e+00
0.000000000000000000e+00 -4.903055000000000000e+05 8.779474570344257600e+00 7.781405337537577793e+00 -1.021131696850638093e+00
0.000000000000000000e+00 -4.873493750000000000e+05 1.075712298506721432e+01 1.168543653189607401e+00 -1.478185187478938456e+00
0.000000000000000000e+00 -4.844698437500000000e+05 9.695714811534219990e+00 1.892478688915082641e+00 -1.607294789098340448e+00
0.000000000000000000e+00 -4.843955000000000000e+05 1.232065462295680369e+01 3.935590056744525111e-01 -9.628418045034727868e-01
0.000000000000000000e+00 -4.831996875000000000e+05 3.257822289614594968e+00 7.606346324912216517e+00 -2.422308359203063421e+00
